,County,Water_Body_Name,Landmark,Advisory Level,Advisory_Date_of_Recommendation,AdvisoryDetail,Advisory_Detail_Description,Bloom_Date_Created,Bloom_Report_ID,Advisory Level.1,AdvisoryLevelDescription,Contact_Organization,County.1,Landmark.1,Observation_Date,Rec_Land_Manager,Regional_Water_Board,Water_Body_Manager,Water_Body_Name.1,DetailStaticText,Bloom_Longitude_Corrected,Bloom_Latitude_x,Bloom_Latitude_y,Bloom_Longitude
44,Contra Costa,Contra Loma  Reservoir,"Contra Loma  Reservoir, at Regional Park",Danger,10/31/2024,Lake-wide advisory; Updates from routine monitoring program-organization,"Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",1/27/2023 13:03,4039,Danger,"STAY OUT OF THE WATER. Do not touch scum in the water or shore. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Do not eat shellfish from this waterbody.",East Bay Regional Park District,Contra Costa,"Contra Loma  Reservoir, at Regional Park",1/27/2023 0:00,East Bay Regional Park District,Region 5 - Central Valley,,Contra Loma  Reservoir,Detail,-121.8,38,,
45,Contra Costa,Delta Coves,"Beacon at Delta Coves, near island",Last verified >90 days ago,6/7/2024,"Suspected bloom, investigation ongoing","A suspected harmful algal bloom was reported, an investigation is underway and this report will be updated once info is provided by the responding organizations.",6/5/2024 21:54,4512,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Contra Costa,"Beacon at Delta Coves, near island",6/5/2024 0:00,Community HOA,Region 5 - Central Valley,Private entity,Delta Coves,Detail,-121.6,38,,
46,Contra Costa,,Bethel Island,Last verified >90 days ago,6/7/2024,"Suspected bloom, investigation ongoing","A suspected harmful algal bloom was reported, an investigation is underway and this report will be updated once info is provided by the responding organizations.",6/5/2024 21:50,4511,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Contra Costa,Bethel Island,6/5/2024 0:00,Community HOA,Region 5 - Central Valley,Private entity,Delta Coves,Detail,-121.6,38,,
47,Contra Costa,Discovery Bay,"Bolinas Place, Lighthouse Bay",Last verified >90 days ago,6/28/2024,"Suspected bloom, investigation ongoing","A suspected harmful algal bloom was reported, an investigation is underway and this report will be updated once info is provided by the responding organizations.",6/27/2024 10:08,4537,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Contra Costa,"Bolinas Place, Lighthouse Bay",6/25/2024 0:00,,Region 5 - Central Valley,,Discovery Bay,Detail,-121.6,37.9,,
48,Contra Costa,,Clipper Drive and Reef Court in Discovery Bay,Last verified >90 days ago,6/12/2024,"Suspected bloom, investigation ongoing; Under investigation","A suspected harmful algal bloom was reported, an investigation is underway and this report will be updated once info is provided by the responding organizations.  This report is under investigation.",6/12/2024 15:17,4524,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Contra Costa,Clipper Drive and Reef Court in Discovery Bay,6/10/2024 0:00,,Region 5 - Central Valley,,Discovery Bay,Detail,-121.6,37.9,,
49,Contra Costa,,Discovery bay Marina private NE area of town (544CCC022),Last verified >90 days ago,7/1/2024,Lake-wide advisory,Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.,7/3/2024 11:00,4557,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,State Water Resources Control Board,Contra Costa,Discovery bay Marina private NE area of town (544CCC022),6/28/2024 0:00,City Department,Region 5 - Central Valley,,Discovery Bay,Detail,-121.6,37.9,,
50,Contra Costa,,Discovery Bay Yacht Club marina (544CCC005),Last verified >30 days ago,9/9/2024,Advisory based on visual and toxins,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,7/3/2024 10:58,4556,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,State Water Resources Control Board,Contra Costa,Discovery Bay Yacht Club marina (544CCC005),6/28/2024 0:00,City Department,Region 5 - Central Valley,,Discovery Bay,Detail,-121.6,37.9,,
51,Contra Costa,,"Driftwood Bay, near 4313 Monterey Court",Last verified >90 days ago,6/7/2024,Floating/planktonic bloom observed; No cyano bloom w/photos,"Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.  Visual observations of suspicious algae reported - Water Boards staff determined that no harmful algal bloom produced by cyanobacteria was present. Other types of nuisance algae were present.",6/5/2024 21:14,4509,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Contra Costa,"Driftwood Bay, near 4313 Monterey Court",6/5/2024 0:00,City Department,Region 5 - Central Valley,Unknown,Discovery Bay,Detail,-121.6,37.9,,
52,Contra Costa,,Kellogg Creek bridge at Newport Drive (544CCC014),Last verified >30 days ago,9/9/2024,Advisory based on visual and toxins,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,7/3/2024 10:56,4555,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,State Water Resources Control Board,Contra Costa,Kellogg Creek bridge at Newport Drive (544CCC014),6/28/2024 0:00,City Department,Region 5 - Central Valley,,Discovery Bay,Detail,-121.6,37.9,,
53,Contra Costa,,Lighthouse Bay,Last verified >90 days ago,7/10/2024,Visual monitoring only-present bloom,Visual observation of harmful algal bloom from shoreline or boat. Water testing was not conducted to measure toxicity of bloom according to statewide guidelines. Contact the water or land manager listed above to request water testing due to the confirmed visible bloom.,7/10/2024 13:51,4577,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Contra Costa,Lighthouse Bay,7/10/2024 0:00,,Region 5 - Central Valley,,Discovery Bay,Detail,-121.6,37.9,,
54,Contra Costa,,Lighthouse Pl & Newport,Last verified >90 days ago,7/5/2024,Suspected illness reported,"Suspected illness was reported and is under investigation by the Interagency HAB-related Illness Workgroup, no determination has been made.",7/4/2024 11:40,4559,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Contra Costa,Lighthouse Pl & Newport,7/4/2024 0:00,,Region 5 - Central Valley,,Discovery Bay,Detail,-121.6,37.9,,
55,Contra Costa,,Lighthouse Place and Cypress Channel,Last verified >30 days ago,9/9/2024,Advisory based on visual and toxins,Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.,7/8/2024 16:00,4570,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,State Water Resources Control Board,Contra Costa,Lighthouse Place and Cypress Channel,6/28/2024 0:00,City Department,Region 5 - Central Valley,,Discovery Bay,Detail,-121.6,37.9,,
56,Contra Costa,,Newport Lane and Kellogg Creek,Last verified >90 days ago,7/8/2024,Advisory based on visual and toxins; Alert-high concentration toxins; Suspected illness reported,"Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.  Alert! High concentration of one or more cyanotoxins measured at this site indicating elevated health risk to humans and animals.  Suspected illness was reported and is under investigation by the Interagency HAB-related Illness Workgroup, no determination has been made.",7/3/2024 10:48,4551,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,State Water Resources Control Board,Contra Costa,Newport Lane and Kellogg Creek,6/28/2024 0:00,City Department,Region 5 - Central Valley,,Discovery Bay,Detail,-121.6,37.9,,
57,Contra Costa,,Orwood Old River Railroad inlet,Last verified >90 days ago,6/28/2024,"Suspected bloom, investigation ongoing","A suspected harmful algal bloom was reported, an investigation is underway and this report will be updated once info is provided by the responding organizations.",6/27/2024 10:20,4538,Last verified >90 days ago,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,,Contra Costa,Orwood Old River Railroad inlet,6/27/2024 0:00,,Region 5 - Central Valley,,Discovery Bay,Detail,-121.6,37.9,,
58,Contra Costa,,Reef Court and Reef cove/Cypress Channel,Last verified >30 days ago,9/9/2024,Advisory based on visual and toxins; Suspected illness reported,"Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.  Suspected illness was reported and is under investigation by the Interagency HAB-related Illness Workgroup, no determination has been made.",7/3/2024 10:53,4553,Last verified >30 days ago,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,State Water Resources Control Board,Contra Costa,Reef Court and Reef cove/Cypress Channel,6/28/2024 0:00,City Department,Region 5 - Central Valley,,Discovery Bay,Detail,-121.6,37.9,,
